service_id,date,exception_type
Local_Saturday_1_2104-PHNS_0000010,20210612,1
Local_Saturday_1_2104-PHW_0000010,20210612,1
SKYT_7-days_1_SKYT_1111111,20210612,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210612,1
VMRU_Saturday_1_2104-VMRU_0000010,20210612,1
VMTM_Saturday_1_2104-VMTM_0000010,20210612,1
Local_Weekend_1_2104-VMW_0000011,20210612,1
GUS1_Sunday_1_2101-GL_0000001,20210613,1
Local_Sunday_1_2104-PHNS_0000001,20210613,1
Local_Sunday_1_2104-PHW_0000001,20210613,1
SKYT_7-days_1_SKYT_1111111,20210613,1
VMLR_Sunday_2_2101-VMLR_0000001,20210613,1
VMTM_Sunday_1_2104-VMTM_0000001,20210613,1
Local_Weekend_1_2104-VMW_0000011,20210613,1
GUS1_Weekday_1_2101-GL_1111100,20210614,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210614,1
Local_Weekday_1_2104-PHNS_1111100,20210614,1
RAPID_Weekday_1_2104-PHNS_1111100,20210614,1
Local_Weekday_1_2104-PHW_1111100,20210614,1
SC_Weekday_1_2104-SC_1111100,20210614,1
SKYT_7-days_1_SKYT_1111111,20210614,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210614,1
VMRU_Weekday_1_2104-VMRU_1111100,20210614,1
Express_Weekday_1_2104-VMTM_1111100,20210614,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210614,1
Local_Weekday_1_2104-VMTM_1111100,20210614,1
School_Weekday_1_2104-VMTM_1101100,20210614,1
School_Weekday_1_2104-VMTM_1111000,20210614,1
Express_Weekday_1_2104-VMW_1111100,20210614,1
Local_Weekday_1_2104-VMW_1111000,20210614,1
Local_Weekday_1_2104-VMW_1111100,20210614,1
GUS1_Weekday_1_2101-GL_1111100,20210615,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210615,1
Local_Weekday_1_2104-PHNS_1111100,20210615,1
RAPID_Weekday_1_2104-PHNS_1111100,20210615,1
Local_Weekday_1_2104-PHW_1111100,20210615,1
SC_Weekday_1_2104-SC_1111100,20210615,1
SKYT_7-days_1_SKYT_1111111,20210615,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210615,1
VMRU_Weekday_1_2104-VMRU_1111100,20210615,1
Express_Weekday_1_2104-VMTM_1111100,20210615,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210615,1
Local_Weekday_1_2104-VMTM_1111100,20210615,1
School_Weekday_1_2104-VMTM_1101100,20210615,1
School_Weekday_1_2104-VMTM_1111000,20210615,1
Express_Weekday_1_2104-VMW_1111100,20210615,1
Local_Weekday_1_2104-VMW_1111000,20210615,1
Local_Weekday_1_2104-VMW_1111100,20210615,1
GUS1_Weekday_1_2101-GL_1111100,20210616,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210616,1
Local_Weekday_1_2104-PHNS_1111100,20210616,1
RAPID_Weekday_1_2104-PHNS_1111100,20210616,1
Local_Weekday_1_2104-PHW_1111100,20210616,1
SC_Weekday_1_2104-SC_1111100,20210616,1
SKYT_7-days_1_SKYT_1111111,20210616,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210616,1
VMRU_Weekday_1_2104-VMRU_1111100,20210616,1
Express_Weekday_1_2104-VMTM_1111100,20210616,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210616,1
Local_Weekday_1_2104-VMTM_1111100,20210616,1
School_Weekday_1_2104-VMTM_0010000,20210616,1
School_Weekday_1_2104-VMTM_1111000,20210616,1
Express_Weekday_1_2104-VMW_1111100,20210616,1
Local_Weekday_1_2104-VMW_1111000,20210616,1
Local_Weekday_1_2104-VMW_1111100,20210616,1
GUS1_Weekday_1_2101-GL_1111100,20210617,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210617,1
Local_Weekday_1_2104-PHNS_1111100,20210617,1
RAPID_Weekday_1_2104-PHNS_1111100,20210617,1
Local_Weekday_1_2104-PHW_1111100,20210617,1
SC_Weekday_1_2104-SC_1111100,20210617,1
SKYT_7-days_1_SKYT_1111111,20210617,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210617,1
VMRU_Weekday_1_2104-VMRU_1111100,20210617,1
Express_Weekday_1_2104-VMTM_1111100,20210617,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210617,1
Local_Weekday_1_2104-VMTM_1111100,20210617,1
School_Weekday_1_2104-VMTM_1101100,20210617,1
School_Weekday_1_2104-VMTM_1111000,20210617,1
Express_Weekday_1_2104-VMW_1111100,20210617,1
Local_Weekday_1_2104-VMW_1111000,20210617,1
Local_Weekday_1_2104-VMW_1111100,20210617,1
GUS1_Weekday_1_2101-GL_1111100,20210618,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210618,1
Local_Weekday_1_2104-PHNS_1111100,20210618,1
RAPID_Weekday_1_2104-PHNS_1111100,20210618,1
Local_Weekday_1_2104-PHW_1111100,20210618,1
SC_Weekday_1_2104-SC_1111100,20210618,1
SKYT_7-days_1_SKYT_1111111,20210618,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210618,1
VMRU_Weekday_1_2104-VMRU_1111100,20210618,1
Express_Weekday_1_2104-VMTM_1111100,20210618,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210618,1
Local_Weekday_1_2104-VMTM_1111100,20210618,1
School_Weekday_1_2104-VMTM_0000100,20210618,1
School_Weekday_1_2104-VMTM_1101100,20210618,1
Express_Weekday_1_2104-VMW_1111100,20210618,1
Local_Weekday_1_2104-VMW_0000100,20210618,1
Local_Weekday_1_2104-VMW_1111100,20210618,1
GUS1_Saturday_1_2101-GL_0000010,20210619,1
Local_Saturday_1_2104-PHNS_0000010,20210619,1
Local_Saturday_1_2104-PHW_0000010,20210619,1
SKYT_7-days_1_SKYT_1111111,20210619,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210619,1
VMRU_Saturday_1_2104-VMRU_0000010,20210619,1
VMTM_Saturday_1_2104-VMTM_0000010,20210619,1
Local_Weekend_1_2104-VMW_0000011,20210619,1
GUS1_Sunday_1_2101-GL_0000001,20210620,1
Local_Sunday_1_2104-PHNS_0000001,20210620,1
Local_Sunday_1_2104-PHW_0000001,20210620,1
SKYT_7-days_1_SKYT_1111111,20210620,1
VMLR_Sunday_2_2101-VMLR_0000001,20210620,1
VMTM_Sunday_1_2104-VMTM_0000001,20210620,1
Local_Weekend_1_2104-VMW_0000011,20210620,1
GUS1_Weekday_1_2101-GL_1111100,20210621,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210621,1
Local_Weekday_1_2104-PHNS_1111100,20210621,1
RAPID_Weekday_1_2104-PHNS_1111100,20210621,1
Local_Weekday_1_2104-PHW_1111100,20210621,1
SC_Weekday_1_2104-SC_1111100,20210621,1
SKYT_7-days_1_SKYT_1111111,20210621,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210621,1
VMRU_Weekday_1_2104-VMRU_1111100,20210621,1
Express_Weekday_1_2104-VMTM_1111100,20210621,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210621,1
Local_Weekday_1_2104-VMTM_1111100,20210621,1
School_Weekday_1_2104-VMTM_1101100,20210621,1
School_Weekday_1_2104-VMTM_1111000,20210621,1
Express_Weekday_1_2104-VMW_1111100,20210621,1
Local_Weekday_1_2104-VMW_1111000,20210621,1
Local_Weekday_1_2104-VMW_1111100,20210621,1
GUS1_Weekday_1_2101-GL_1111100,20210622,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210622,1
Local_Weekday_1_2104-PHNS_1111100,20210622,1
RAPID_Weekday_1_2104-PHNS_1111100,20210622,1
Local_Weekday_1_2104-PHW_1111100,20210622,1
SC_Weekday_1_2104-SC_1111100,20210622,1
SKYT_7-days_1_SKYT_1111111,20210622,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210622,1
VMRU_Weekday_1_2104-VMRU_1111100,20210622,1
Express_Weekday_1_2104-VMTM_1111100,20210622,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210622,1
Local_Weekday_1_2104-VMTM_1111100,20210622,1
School_Weekday_1_2104-VMTM_1101100,20210622,1
School_Weekday_1_2104-VMTM_1111000,20210622,1
Express_Weekday_1_2104-VMW_1111100,20210622,1
Local_Weekday_1_2104-VMW_1111000,20210622,1
Local_Weekday_1_2104-VMW_1111100,20210622,1
GUS1_Weekday_1_2101-GL_1111100,20210623,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210623,1
Local_Weekday_1_2104-PHNS_1111100,20210623,1
RAPID_Weekday_1_2104-PHNS_1111100,20210623,1
Local_Weekday_1_2104-PHW_1111100,20210623,1
SC_Weekday_1_2104-SC_1111100,20210623,1
SKYT_7-days_1_SKYT_1111111,20210623,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210623,1
VMRU_Weekday_1_2104-VMRU_1111100,20210623,1
Express_Weekday_1_2104-VMTM_1111100,20210623,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210623,1
Local_Weekday_1_2104-VMTM_1111100,20210623,1
School_Weekday_1_2104-VMTM_0010000,20210623,1
School_Weekday_1_2104-VMTM_1111000,20210623,1
Express_Weekday_1_2104-VMW_1111100,20210623,1
Local_Weekday_1_2104-VMW_1111000,20210623,1
Local_Weekday_1_2104-VMW_1111100,20210623,1
GUS1_Weekday_1_2101-GL_1111100,20210624,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210624,1
Local_Weekday_1_2104-PHNS_1111100,20210624,1
RAPID_Weekday_1_2104-PHNS_1111100,20210624,1
Local_Weekday_1_2104-PHW_1111100,20210624,1
SC_Weekday_1_2104-SC_1111100,20210624,1
SKYT_7-days_1_SKYT_1111111,20210624,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210624,1
VMRU_Weekday_1_2104-VMRU_1111100,20210624,1
Express_Weekday_1_2104-VMTM_1111100,20210624,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210624,1
Local_Weekday_1_2104-VMTM_1111100,20210624,1
School_Weekday_1_2104-VMTM_1101100,20210624,1
School_Weekday_1_2104-VMTM_1111000,20210624,1
Express_Weekday_1_2104-VMW_1111100,20210624,1
Local_Weekday_1_2104-VMW_1111000,20210624,1
Local_Weekday_1_2104-VMW_1111100,20210624,1
GUS1_Weekday_1_2101-GL_1111100,20210625,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210625,1
Local_Weekday_1_2104-PHNS_1111100,20210625,1
RAPID_Weekday_1_2104-PHNS_1111100,20210625,1
Local_Weekday_1_2104-PHW_1111100,20210625,1
SC_Weekday_1_2104-SC_1111100,20210625,1
SKYT_7-days_1_SKYT_1111111,20210625,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210625,1
VMRU_Weekday_1_2104-VMRU_1111100,20210625,1
Express_Weekday_1_2104-VMTM_1111100,20210625,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210625,1
Local_Weekday_1_2104-VMTM_1111100,20210625,1
School_Weekday_1_2104-VMTM_0000100,20210625,1
School_Weekday_1_2104-VMTM_1101100,20210625,1
Express_Weekday_1_2104-VMW_1111100,20210625,1
Local_Weekday_1_2104-VMW_0000100,20210625,1
Local_Weekday_1_2104-VMW_1111100,20210625,1
GUS1_Saturday_1_2101-GL_0000010,20210626,1
Local_Saturday_1_2104-PHNS_0000010,20210626,1
Local_Saturday_1_2104-PHW_0000010,20210626,1
SKYT_7-days_1_SKYT_1111111,20210626,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210626,1
VMRU_Saturday_1_2104-VMRU_0000010,20210626,1
VMTM_Saturday_1_2104-VMTM_0000010,20210626,1
Local_Weekend_1_2104-VMW_0000011,20210626,1
GUS1_Sunday_1_2101-GL_0000001,20210627,1
Local_Sunday_1_2104-PHNS_0000001,20210627,1
Local_Sunday_1_2104-PHW_0000001,20210627,1
SKYT_7-days_1_SKYT_1111111,20210627,1
VMLR_Sunday_2_2101-VMLR_0000001,20210627,1
VMTM_Sunday_1_2104-VMTM_0000001,20210627,1
Local_Weekend_1_2104-VMW_0000011,20210627,1
GUS1_Weekday_1_2101-GL_1111100,20210628,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210628,1
Local_Weekday_1_2104-PHNS_1111100,20210628,1
RAPID_Weekday_1_2104-PHNS_1111100,20210628,1
Local_Weekday_1_2104-PHW_1111100,20210628,1
SC_Weekday_1_2104-SC_1111100,20210628,1
SKYT_7-days_1_SKYT_1111111,20210628,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210628,1
VMRU_Weekday_1_2104-VMRU_1111100,20210628,1
Express_Weekday_1_2104-VMTM_1111100,20210628,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210628,1
Local_Weekday_1_2104-VMTM_1111100,20210628,1
School_Weekday_1_2104-VMTM_1101100,20210628,1
School_Weekday_1_2104-VMTM_1111000,20210628,1
Express_Weekday_1_2104-VMW_1111100,20210628,1
Local_Weekday_1_2104-VMW_1111000,20210628,1
Local_Weekday_1_2104-VMW_1111100,20210628,1
GUS1_Weekday_1_2101-GL_1111100,20210629,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210629,1
Local_Weekday_1_2104-PHNS_1111100,20210629,1
RAPID_Weekday_1_2104-PHNS_1111100,20210629,1
Local_Weekday_1_2104-PHW_1111100,20210629,1
SC_Weekday_1_2104-SC_1111100,20210629,1
SKYT_7-days_1_SKYT_1111111,20210629,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210629,1
VMRU_Weekday_1_2104-VMRU_1111100,20210629,1
Express_Weekday_1_2104-VMTM_1111100,20210629,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210629,1
Local_Weekday_1_2104-VMTM_1111100,20210629,1
School_Weekday_1_2104-VMTM_1101100,20210629,1
School_Weekday_1_2104-VMTM_1111000,20210629,1
Express_Weekday_1_2104-VMW_1111100,20210629,1
Local_Weekday_1_2104-VMW_1111000,20210629,1
Local_Weekday_1_2104-VMW_1111100,20210629,1
GUS1_Weekday_1_2101-GL_1111100,20210630,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210630,1
Local_Weekday_1_2104-PHNS_1111100,20210630,1
RAPID_Weekday_1_2104-PHNS_1111100,20210630,1
Local_Weekday_1_2104-PHW_1111100,20210630,1
SC_Weekday_1_2104-SC_1111100,20210630,1
SKYT_7-days_1_SKYT_1111111,20210630,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210630,1
VMRU_Weekday_1_2104-VMRU_1111100,20210630,1
Express_Weekday_1_2104-VMTM_1111100,20210630,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210630,1
Local_Weekday_1_2104-VMTM_1111100,20210630,1
School_Weekday_1_2104-VMTM_0010000,20210630,1
School_Weekday_1_2104-VMTM_1111000,20210630,1
Express_Weekday_1_2104-VMW_1111100,20210630,1
Local_Weekday_1_2104-VMW_1111000,20210630,1
Local_Weekday_1_2104-VMW_1111100,20210630,1
GUS1_Weekday_1_2101-GL_1111100,20210701,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210701,1
Local_Weekday_1_2104-PHNS_1111100,20210701,1
RAPID_Weekday_1_2104-PHNS_1111100,20210701,1
Local_Weekday_1_2104-PHW_1111100,20210701,1
SC_Weekday_1_2104-SC_1111100,20210701,1
SKYT_7-days_1_SKYT_1111111,20210701,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210701,1
VMRU_Weekday_1_2104-VMRU_1111100,20210701,1
Express_Weekday_1_2104-VMTM_1111100,20210701,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210701,1
Local_Weekday_1_2104-VMTM_1111100,20210701,1
School_Weekday_1_2104-VMTM_1101100,20210701,1
School_Weekday_1_2104-VMTM_1111000,20210701,1
Express_Weekday_1_2104-VMW_1111100,20210701,1
Local_Weekday_1_2104-VMW_1111000,20210701,1
Local_Weekday_1_2104-VMW_1111100,20210701,1
GUS1_Weekday_1_2101-GL_1111100,20210702,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210702,1
Local_Weekday_1_2104-PHNS_1111100,20210702,1
RAPID_Weekday_1_2104-PHNS_1111100,20210702,1
Local_Weekday_1_2104-PHW_1111100,20210702,1
SC_Weekday_1_2104-SC_1111100,20210702,1
SKYT_7-days_1_SKYT_1111111,20210702,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210702,1
VMRU_Weekday_1_2104-VMRU_1111100,20210702,1
Express_Weekday_1_2104-VMTM_1111100,20210702,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210702,1
Local_Weekday_1_2104-VMTM_1111100,20210702,1
School_Weekday_1_2104-VMTM_0000100,20210702,1
School_Weekday_1_2104-VMTM_1101100,20210702,1
Express_Weekday_1_2104-VMW_1111100,20210702,1
Local_Weekday_1_2104-VMW_0000100,20210702,1
Local_Weekday_1_2104-VMW_1111100,20210702,1
GUS1_Saturday_1_2101-GL_0000010,20210703,1
Local_Saturday_1_2104-PHNS_0000010,20210703,1
Local_Saturday_1_2104-PHW_0000010,20210703,1
SKYT_7-days_1_SKYT_1111111,20210703,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210703,1
VMRU_Saturday_1_2104-VMRU_0000010,20210703,1
VMTM_Saturday_1_2104-VMTM_0000010,20210703,1
Local_Weekend_1_2104-VMW_0000011,20210703,1
GUS1_Sunday_1_2101-GL_0000001,20210704,1
Local_Sunday_1_2104-PHNS_0000001,20210704,1
Local_Sunday_1_2104-PHW_0000001,20210704,1
SKYT_7-days_1_SKYT_1111111,20210704,1
VMLR_Sunday_2_2101-VMLR_0000001,20210704,1
VMTM_Sunday_1_2104-VMTM_0000001,20210704,1
Local_Weekend_1_2104-VMW_0000011,20210704,1
GUS1_Sunday_1_2101-GL_0000001,20210705,1
Local_Sunday_1_2104-PHNS_0000001,20210705,1
Local_Sunday_1_2104-PHW_0000001,20210705,1
SKYT_7-days_1_SKYT_1111111,20210705,1
VMLR_Sunday_2_2101-VMLR_0000001,20210705,1
VMTM_Sunday_1_2104-VMTM_0000001,20210705,1
Local_Weekend_1_2104-VMW_0000011,20210705,1
GUS1_Weekday_1_2101-GL_1111100,20210706,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210706,1
Local_Weekday_1_2104-PHNS_1111100,20210706,1
RAPID_Weekday_1_2104-PHNS_1111100,20210706,1
Local_Weekday_1_2104-PHW_1111100,20210706,1
SC_Weekday_1_2104-SC_1111100,20210706,1
SKYT_7-days_1_SKYT_1111111,20210706,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210706,1
VMRU_Weekday_1_2104-VMRU_1111100,20210706,1
Express_Weekday_1_2104-VMTM_1111100,20210706,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210706,1
Local_Weekday_1_2104-VMTM_1111100,20210706,1
School_Weekday_1_2104-VMTM_1101100,20210706,1
School_Weekday_1_2104-VMTM_1111000,20210706,1
Express_Weekday_1_2104-VMW_1111100,20210706,1
Local_Weekday_1_2104-VMW_1111000,20210706,1
Local_Weekday_1_2104-VMW_1111100,20210706,1
GUS1_Weekday_1_2101-GL_1111100,20210707,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210707,1
Local_Weekday_1_2104-PHNS_1111100,20210707,1
RAPID_Weekday_1_2104-PHNS_1111100,20210707,1
Local_Weekday_1_2104-PHW_1111100,20210707,1
SC_Weekday_1_2104-SC_1111100,20210707,1
SKYT_7-days_1_SKYT_1111111,20210707,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210707,1
VMRU_Weekday_1_2104-VMRU_1111100,20210707,1
Express_Weekday_1_2104-VMTM_1111100,20210707,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210707,1
Local_Weekday_1_2104-VMTM_1111100,20210707,1
School_Weekday_1_2104-VMTM_0010000,20210707,1
School_Weekday_1_2104-VMTM_1111000,20210707,1
Express_Weekday_1_2104-VMW_1111100,20210707,1
Local_Weekday_1_2104-VMW_1111000,20210707,1
Local_Weekday_1_2104-VMW_1111100,20210707,1
GUS1_Weekday_1_2101-GL_1111100,20210708,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210708,1
Local_Weekday_1_2104-PHNS_1111100,20210708,1
RAPID_Weekday_1_2104-PHNS_1111100,20210708,1
Local_Weekday_1_2104-PHW_1111100,20210708,1
SC_Weekday_1_2104-SC_1111100,20210708,1
SKYT_7-days_1_SKYT_1111111,20210708,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210708,1
VMRU_Weekday_1_2104-VMRU_1111100,20210708,1
Express_Weekday_1_2104-VMTM_1111100,20210708,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210708,1
Local_Weekday_1_2104-VMTM_1111100,20210708,1
School_Weekday_1_2104-VMTM_1101100,20210708,1
School_Weekday_1_2104-VMTM_1111000,20210708,1
Express_Weekday_1_2104-VMW_1111100,20210708,1
Local_Weekday_1_2104-VMW_1111000,20210708,1
Local_Weekday_1_2104-VMW_1111100,20210708,1
GUS1_Weekday_1_2101-GL_1111100,20210709,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210709,1
Local_Weekday_1_2104-PHNS_1111100,20210709,1
RAPID_Weekday_1_2104-PHNS_1111100,20210709,1
Local_Weekday_1_2104-PHW_1111100,20210709,1
SC_Weekday_1_2104-SC_1111100,20210709,1
SKYT_7-days_1_SKYT_1111111,20210709,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210709,1
VMRU_Weekday_1_2104-VMRU_1111100,20210709,1
Express_Weekday_1_2104-VMTM_1111100,20210709,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210709,1
Local_Weekday_1_2104-VMTM_1111100,20210709,1
School_Weekday_1_2104-VMTM_0000100,20210709,1
School_Weekday_1_2104-VMTM_1101100,20210709,1
Express_Weekday_1_2104-VMW_1111100,20210709,1
Local_Weekday_1_2104-VMW_0000100,20210709,1
Local_Weekday_1_2104-VMW_1111100,20210709,1
GUS1_Saturday_1_2101-GL_0000010,20210710,1
Local_Saturday_1_2104-PHNS_0000010,20210710,1
Local_Saturday_1_2104-PHW_0000010,20210710,1
SKYT_7-days_1_SKYT_1111111,20210710,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210710,1
VMRU_Saturday_1_2104-VMRU_0000010,20210710,1
VMTM_Saturday_1_2104-VMTM_0000010,20210710,1
Local_Weekend_1_2104-VMW_0000011,20210710,1
GUS1_Sunday_1_2101-GL_0000001,20210711,1
Local_Sunday_1_2104-PHNS_0000001,20210711,1
Local_Sunday_1_2104-PHW_0000001,20210711,1
SKYT_7-days_1_SKYT_1111111,20210711,1
VMLR_Sunday_2_2101-VMLR_0000001,20210711,1
VMTM_Sunday_1_2104-VMTM_0000001,20210711,1
Local_Weekend_1_2104-VMW_0000011,20210711,1
GUS1_Weekday_1_2101-GL_1111100,20210712,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210712,1
Local_Weekday_1_2104-PHNS_1111100,20210712,1
RAPID_Weekday_1_2104-PHNS_1111100,20210712,1
Local_Weekday_1_2104-PHW_1111100,20210712,1
SC_Weekday_1_2104-SC_1111100,20210712,1
SKYT_7-days_1_SKYT_1111111,20210712,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210712,1
VMRU_Weekday_1_2104-VMRU_1111100,20210712,1
Express_Weekday_1_2104-VMTM_1111100,20210712,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210712,1
Local_Weekday_1_2104-VMTM_1111100,20210712,1
School_Weekday_1_2104-VMTM_1101100,20210712,1
School_Weekday_1_2104-VMTM_1111000,20210712,1
Express_Weekday_1_2104-VMW_1111100,20210712,1
Local_Weekday_1_2104-VMW_1111000,20210712,1
Local_Weekday_1_2104-VMW_1111100,20210712,1
GUS1_Weekday_1_2101-GL_1111100,20210713,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210713,1
Local_Weekday_1_2104-PHNS_1111100,20210713,1
RAPID_Weekday_1_2104-PHNS_1111100,20210713,1
Local_Weekday_1_2104-PHW_1111100,20210713,1
SC_Weekday_1_2104-SC_1111100,20210713,1
SKYT_7-days_1_SKYT_1111111,20210713,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210713,1
VMRU_Weekday_1_2104-VMRU_1111100,20210713,1
Express_Weekday_1_2104-VMTM_1111100,20210713,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210713,1
Local_Weekday_1_2104-VMTM_1111100,20210713,1
School_Weekday_1_2104-VMTM_1101100,20210713,1
School_Weekday_1_2104-VMTM_1111000,20210713,1
Express_Weekday_1_2104-VMW_1111100,20210713,1
Local_Weekday_1_2104-VMW_1111000,20210713,1
Local_Weekday_1_2104-VMW_1111100,20210713,1
GUS1_Weekday_1_2101-GL_1111100,20210714,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210714,1
Local_Weekday_1_2104-PHNS_1111100,20210714,1
RAPID_Weekday_1_2104-PHNS_1111100,20210714,1
Local_Weekday_1_2104-PHW_1111100,20210714,1
SC_Weekday_1_2104-SC_1111100,20210714,1
SKYT_7-days_1_SKYT_1111111,20210714,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210714,1
VMRU_Weekday_1_2104-VMRU_1111100,20210714,1
Express_Weekday_1_2104-VMTM_1111100,20210714,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210714,1
Local_Weekday_1_2104-VMTM_1111100,20210714,1
School_Weekday_1_2104-VMTM_0010000,20210714,1
School_Weekday_1_2104-VMTM_1111000,20210714,1
Express_Weekday_1_2104-VMW_1111100,20210714,1
Local_Weekday_1_2104-VMW_1111000,20210714,1
Local_Weekday_1_2104-VMW_1111100,20210714,1
GUS1_Weekday_1_2101-GL_1111100,20210715,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210715,1
Local_Weekday_1_2104-PHNS_1111100,20210715,1
RAPID_Weekday_1_2104-PHNS_1111100,20210715,1
Local_Weekday_1_2104-PHW_1111100,20210715,1
SC_Weekday_1_2104-SC_1111100,20210715,1
SKYT_7-days_1_SKYT_1111111,20210715,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210715,1
VMRU_Weekday_1_2104-VMRU_1111100,20210715,1
Express_Weekday_1_2104-VMTM_1111100,20210715,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210715,1
Local_Weekday_1_2104-VMTM_1111100,20210715,1
School_Weekday_1_2104-VMTM_1101100,20210715,1
School_Weekday_1_2104-VMTM_1111000,20210715,1
Express_Weekday_1_2104-VMW_1111100,20210715,1
Local_Weekday_1_2104-VMW_1111000,20210715,1
Local_Weekday_1_2104-VMW_1111100,20210715,1
GUS1_Weekday_1_2101-GL_1111100,20210716,1
GUS2GUS3_Weekday_1_2101-GL_1111100,20210716,1
Local_Weekday_1_2104-PHNS_1111100,20210716,1
RAPID_Weekday_1_2104-PHNS_1111100,20210716,1
Local_Weekday_1_2104-PHW_1111100,20210716,1
SC_Weekday_1_2104-SC_1111100,20210716,1
SKYT_7-days_1_SKYT_1111111,20210716,1
VMLR_Mon-Sat_1_2101-VMLR_1111110,20210716,1
VMRU_Weekday_1_2104-VMRU_1111100,20210716,1
Express_Weekday_1_2104-VMTM_1111100,20210716,1
FLASH-C_Weekday_1_2104-VMTM_1111111,20210716,1
Local_Weekday_1_2104-VMTM_1111100,20210716,1
School_Weekday_1_2104-VMTM_0000100,20210716,1
School_Weekday_1_2104-VMTM_1101100,20210716,1
Express_Weekday_1_2104-VMW_1111100,20210716,1
Local_Weekday_1_2104-VMW_0000100,20210716,1
Local_Weekday_1_2104-VMW_1111100,20210716,1
GUS1_Saturday_1_2101-GL_0000010,20210717,1
Local_Saturday_1_2104-PHNS_0000010,20210717,1
Local_Saturday_1_2104-PHW_0000010,20210717,1
