100,33.640483,-111.986083
1002,33.563532,-112.200947
1003,33.400036,-112.085803
1004,33.377644,-112.098528
1005,33.37751,-112.133145
1006,33.377607,-112.082136
1007,33.378079,-111.955421
1008,33.377613,-112.091451
1009,33.377545,-112.118007
101,33.640438,-111.979856
1010,33.377574,-112.121447
10104,33.295379,-112.057755
1011,33.377642,-112.078664
1012,33.378033,-111.977727
1013,33.378097,-111.958156
10131,33.275377,-111.833231
10133,33.552582,-112.171956
1014,33.378382,-111.877068
10142,33.567123,-112.069363
1015,33.655258,-112.065362
1016,33.378007,-111.945454
1019,33.659089,-112.065461
102,33.640369,-111.968269
1020,33.378057,-111.962472
1022,33.662559,-112.065472
1023,33.666252,-112.065442
10231,33.589283,-112.098853
1024,33.639259,-112.146273
1025,33.640037,-112.086709
10258,33.576629,-112.050246
1026,33.640013,-112.090994
1027,33.640007,-112.095044
10272,33.567025,-112.06934
1028,33.639949,-112.098775
10280,33.562889,-112.071478
1029,33.639917,-112.102792
103,33.640348,-111.964277
1030,33.639869,-112.107883
1031,33.639656,-112.120832
1032,33.63961,-112.124594
1033,33.639526,-112.129543
1034,33.63943,-112.133856
1035,33.639389,-112.138293
1036,33.639313,-112.142682
1037,33.640094,-112.078096
1038,33.639171,-112.150981
1039,33.638998,-112.160005
104,33.640296,-111.959522
1040,33.638948,-112.164422
1041,33.638853,-112.168585
1042,33.638824,-112.172576
1043,33.638696,-112.180741
1044,33.638547,-112.185652
1045,33.638503,-112.19047
1046,33.638439,-112.194434
1047,33.638146,-112.201064
1048,33.638118,-112.206438
1049,33.638088,-112.215373
105,33.640292,-111.955386
1050,33.63801,-112.219745
1051,33.640028,-112.082395
1052,33.639109,-112.155141
1053,33.638761,-112.177329
1054,33.638314,-112.198282
1055,33.523859,-112.09511
1056,33.523818,-112.086136
1057,33.52385,-112.09305
1058,33.523933,-112.098956
1059,33.524017,-112.103072
106,33.640263,-111.951198
1060,33.523982,-112.107886
1061,33.523904,-112.115904
1062,33.523918,-112.120875
1063,33.5239,-112.125266
1064,33.52388,-112.129392
1065,33.523862,-112.133681
1066,33.523864,-112.13801
1067,33.523846,-112.142346
1068,33.523726,-112.077412
1069,33.523781,-112.150672
107,33.640322,-111.947867
1070,33.523826,-112.156257
1071,33.52383,-112.159197
1072,33.523853,-112.163744
1073,33.52381,-112.16771
1074,33.523909,-112.176814
1075,33.523936,-112.18125
1076,33.52396,-112.185569
1077,33.523906,-112.190177
1078,33.523872,-112.194566
1079,33.523707,-112.202662
108,33.640259,-111.942456
1080,33.523757,-112.081715
1081,33.523886,-112.170605
1083,33.523824,-112.147536
1084,33.523797,-112.199784
